DATE,OPEN,HIGH,LOW,CLOSE,ADJUSTED_CLOSE,VOLUME,MARKET_CAP
1/8/2018,1158.26001,1266.930054,1016.049988,1148.530029,1148.530029,8450970112,"$111,244,629,093 "
1/9/2018,1146,1320.97998,1145.48999,1299.73999,1299.73999,7965459968,"$125,917,925,182 "
1/10/2018,1300.339966,1417.380005,1226.599976,1255.819946,1255.819946,9214950400,"$121,689,425,203 "
1/11/2018,1268.089966,1337.300049,1135.170044,1154.930054,1154.930054,7235899904,"$111,937,424,561 "
1/12/2018,1158.290039,1296.040039,1120.089966,1273.199951,1273.199951,5222300160,"$123,426,938,667 "
1/13/2018,1270.469971,1432.880005,1270.469971,1396.420044,1396.420044,5746760192,"$135,400,735,922 "
1/14/2018,1397.47998,1400.560059,1286.209961,1366.77002,1366.77002,4841630208,"$132,554,906,162 "
1/15/2018,1365.209961,1390.589966,1290.599976,1291.920044,1291.920044,4781100032,"$125,319,766,537 "
1/16/2018,1292.630005,1292.630005,875.544983,1053.689941,1053.689941,8405139968,"$102,231,295,311 "
1/17/2018,1061.339966,1090.22998,780.921997,1014.25,1014.25,8545160192,"$98,429,091,487 "
1/18/2018,1016.440002,1100.310059,967.758972,1036.280029,1036.280029,5938319872,"$100,588,318,055 "
1/19/2018,1028.819946,1093.219971,1003.710022,1039.099976,1039.099976,4084450048,"$100,883,462,786 "
1/20/2018,1044.949951,1167.109985,1044.949951,1155.150024,1155.150024,3975190016,"$112,174,461,242 "
1/21/2018,1155.680054,1155.680054,1021.5,1049.579956,1049.579956,3378089984,"$101,943,726,022 "
1/22/2018,1055.349976,1089.099976,930.741028,1003.26001,1003.26001,3810099968,"$97,465,684,890 "
1/23/2018,1004.169983,1023.22998,920.539978,986.229004,986.229004,3556699904,"$95,831,359,552 "
1/24/2018,987.47699,1062.439941,965.807983,1058.780029,1058.780029,3944039936,"$102,902,843,882 "
1/25/2018,1063.219971,1104.660034,1034.73999,1056.030029,1056.030029,4050190080,"$102,657,059,605 "
1/26/2018,1052.699951,1080.599976,996.783997,1055.170044,1055.170044,3617690112,"$102,595,008,990 "
1/27/2018,1055.75,1121.97998,1042.119995,1107.069946,1107.069946,3002870016,"$107,663,911,307 "
1/28/2018,1111.780029,1257.77002,1111.780029,1246.01001,1246.01001,5372329984,"$121,201,618,306 "
1/29/2018,1246.699951,1256.699951,1169.079956,1182.359985,1182.359985,3715079936,"$115,034,583,684 "
1/30/2018,1184.130005,1184.630005,1058.969971,1071.130005,1071.130005,4107859968,"$104,234,481,555 "
1/31/2018,1071.089966,1128.660034,1034.5,1118.310059,1118.310059,3757560064,"$108,848,638,400 "
2/1/2018,1119.369995,1161.349976,984.81897,1036.790039,1036.790039,5261680128,"$100,935,354,837 "
2/2/2018,1035.77002,1035.77002,757.97998,915.784973,915.784973,6713290240,"$89,173,962,074 "
2/3/2018,919.210999,991.942993,847.690002,964.018982,964.018982,3243480064,"$93,890,299,032 "
2/4/2018,964.666992,969.031982,805.064026,834.682007,834.682007,2997090048,"$81,310,521,832 "
2/5/2018,834.958008,856.645996,644.598999,697.950989,697.950989,4269530112,"$68,005,284,183 "
2/6/2018,707.737,796.439026,574.419006,793.122009,793.122009,6518269952,"$77,294,507,868 "
2/7/2018,790.427979,851.200012,723.432983,757.067993,757.067993,3896179968,"$73,796,288,509 "
2/8/2018,755.843018,845.085999,755.843018,817.807007,817.807007,3708189952,"$79,733,609,806 "
2/9/2018,818.47998,884.004028,788.833984,883.86499,883.86499,2495820032,"$86,191,922,699 "
2/10/2018,882.46698,917.400024,825.577026,860.414978,860.414978,2930530048,"$83,922,989,198 "
2/11/2018,859.288025,859.288025,788.221985,814.659973,814.659973,2486650112,"$79,476,512,347 "
2/12/2018,817.507996,875.937012,817.507996,868.70697,868.70697,2243450112,"$84,767,037,716 "
2/13/2018,869.29303,870.708984,828.836975,845.257996,845.257996,2081170048,"$82,496,189,206 "
2/14/2018,844.278992,926.429016,844.278992,923.560974,923.560974,2818370048,"$90,157,005,929 "
2/15/2018,923.728027,951.947998,911.111023,936.976013,936.976013,2900100096,"$91,485,862,822 "
2/16/2018,934.786011,950.005005,917.848022,944.210022,944.210022,2369449984,"$92,211,437,654 "
2/17/2018,944.747986,976.594971,940.754028,974.11499,974.11499,2525720064,"$95,151,956,513 "
2/18/2018,973.348999,982.932983,915.445007,923.921021,923.921021,2567290112,"$90,267,805,476 "
2/19/2018,921.66803,957.776978,921.554016,943.86499,943.86499,2169019904,"$92,235,641,556 "
2/20/2018,943.567017,965.265015,892.953979,895.370972,895.370972,2545260032,"$87,514,997,546 "
2/21/2018,894.13501,912.375,830.562988,849.971008,849.971008,2531729920,"$83,095,081,059 "
2/22/2018,849.262024,875.926025,802.66803,812.844971,812.844971,2150370048,"$79,482,140,044 "
2/23/2018,811.585022,886.317993,794.791016,864.189026,864.189026,2334820096,"$84,520,567,485 "
2/24/2018,861.593018,879.531006,818.549988,840.515015,840.515015,1926579968,"$82,222,377,928 "
2/25/2018,839.458984,853.145996,822.380981,844.809998,844.809998,1646960000,"$82,659,602,549 "
2/26/2018,845.278015,880.392029,842.31897,869.315002,869.315002,2044480000,"$85,074,973,200 "
2/27/2018,870.36499,896.258972,867.096985,878.265015,878.265015,2053980032,"$85,968,788,108 "
2/28/2018,877.934021,890.107971,855.124023,855.198975,855.198975,1963980032,"$83,728,564,149 "
3/1/2018,856.012024,880.302002,851.919983,872.200012,872.200012,1868519936,"$85,410,827,047 "
3/2/2018,871.763977,876.377991,852.421997,856.853027,856.853027,1894419968,"$83,925,690,001 "
3/3/2018,856.710999,868.453979,855.20697,857.224976,857.224976,1699369984,"$83,979,651,073 "
3/4/2018,856.185974,867.950012,840.280029,866.677979,866.677979,1697939968,"$84,923,240,778 "
3/5/2018,866.846008,869.919983,853.52002,853.684021,853.684021,1898489984,"$83,667,342,992 "
3/6/2018,853.817017,853.817017,809.93103,816.950989,816.950989,1943069952,"$80,083,929,891 "
3/7/2018,816.270996,825.606995,726.546997,752.830994,752.830994,2175419904,"$73,813,918,307 "
3/8/2018,752.570007,773.767029,696.169006,704.596008,704.596008,1891640064,"$69,098,851,661 "
3/9/2018,702.197021,729.156006,648.106995,728.916016,728.916016,2233019904,"$71,498,733,754 "
3/10/2018,730.159973,748.031006,682.695007,686.890015,686.890015,1532960000,"$67,390,487,259 "
3/11/2018,685.312012,735.830994,668.122986,723.338989,723.338989,1562680064,"$70,981,343,639 "
3/12/2018,724.406006,742.513977,683.268005,699.830994,699.830994,1764999936,"$68,688,764,839 "
3/13/2018,698.153015,713.734985,682.349976,690.827026,690.827026,1425959936,"$67,819,092,121 "
3/14/2018,691.218994,702.783997,594.099976,614.291016,614.291016,1810560000,"$60,318,025,226 "
3/15/2018,614.838989,620.616028,579.505005,611.304016,611.304016,1770460032,"$60,037,233,577 "
3/16/2018,611.778015,623.16803,587.862,601.666016,601.666016,1417350016,"$59,103,031,871 "
3/17/2018,601.677979,609.151001,549.096008,552.778992,552.778992,1267810048,"$54,312,035,489 "
3/18/2018,551.640015,551.640015,460.088013,538.643982,538.643982,2685499904,"$52,934,184,182 "
3/19/2018,546.625977,558.099976,519.122986,556.726013,556.726013,2046790016,"$54,722,473,140 "
3/20/2018,556.721985,567.090027,521.203979,557.174988,557.174988,1833680000,"$54,777,982,164 "
3/21/2018,559.099976,589.606995,550.572021,561.731995,561.731995,1781270016,"$55,237,391,316 "
3/22/2018,562.103027,577.565979,523.088989,539.702026,539.702026,1523459968,"$53,082,150,649 "
3/23/2018,539.864014,540.487,512.127014,539.619019,539.619019,1596349952,"$53,084,905,906 "
3/24/2018,542.572021,545.382019,526.080017,526.439026,526.439026,1300009984,"$51,799,123,912 "
3/25/2018,522.703003,535.820984,515.658997,524.286987,524.286987,1151170048,"$51,598,047,955 "
3/26/2018,524.286987,526.379028,470.440002,489.950989,489.950989,1638880000,"$48,228,842,327 "
3/27/2018,489.589996,491.459015,449.971008,450.115997,450.115997,1617939968,"$44,316,774,118 "
3/28/2018,450.290985,466.210999,444.860992,446.278992,446.278992,1514179968,"$43,948,072,321 "
3/29/2018,448.075012,450.812988,385.812988,385.967987,385.967987,1970230016,"$38,016,727,209 "
3/30/2018,385.904999,409.928986,368.632996,394.644989,394.644989,1878130048,"$38,879,465,944 "
3/31/2018,395.003998,418.467987,392.953003,396.457001,396.457001,1323920000,"$39,066,085,342 "
4/1/2018,397.253998,400.528015,363.804993,379.606995,379.606995,1256930048,"$37,413,407,420 "
4/2/2018,379.699005,395.17099,377.592987,386.424988,386.424988,1102259968,"$38,093,277,842 "
4/3/2018,387.312012,418.967987,383.532013,416.893005,416.893005,1363399936,"$41,105,280,498 "
4/4/2018,416.484985,417.471985,375.309998,380.542999,380.542999,1287730048,"$37,528,933,631 "
4/5/2018,379.946991,387.716003,369.81601,383.231995,383.231995,1210680064,"$37,802,008,408 "
4/6/2018,382.730988,385.195007,366.911011,370.285004,370.285004,967105984,"$36,532,478,896 "
4/7/2018,370.380005,393.05899,369.936005,385.313995,385.313995,951475008,"$38,023,057,371 "
4/8/2018,385.743011,402.589996,385.60199,400.507996,400.507996,948488000,"$39,530,560,784 "
4/9/2018,400.856995,429.251007,390.609985,398.526001,398.526001,1478390016,"$39,343,018,191 "
4/10/2018,399.411011,415.888,393.878998,414.243011,414.243011,1196000000,"$40,903,130,396 "
4/11/2018,415.023987,430.540009,412.471008,430.540009,430.540009,1439040000,"$42,521,044,920 "
4/12/2018,430.161011,493.058014,417.412994,492.94101,492.94101,2519360000,"$48,693,844,481 "
4/13/2018,493.160004,526.469971,482.658997,492.734985,492.734985,2419249920,"$48,683,660,481 "
4/14/2018,492.579987,512.023987,488.278992,501.477997,501.477997,1519079936,"$49,557,725,333 "
4/15/2018,502.880005,531.702026,502.880005,531.702026,531.702026,1726089984,"$52,555,419,462 "
4/16/2018,532.073975,534.197021,500.25,511.147003,511.147003,1758979968,"$50,534,185,799 "
4/17/2018,511.144989,518.031006,502.563995,502.894012,502.894012,1760359936,"$49,728,519,115 "
4/18/2018,503.30899,525.09198,503.045013,524.789001,524.789001,1762940032,"$51,904,227,886 "
4/19/2018,524.038025,567.888977,523.262024,567.888977,567.888977,2256869888,"$56,178,772,001 "
4/20/2018,567.989014,618.715027,560.28302,615.718018,615.718018,2849469952,"$60,922,818,296 "
4/21/2018,616.004028,621.888,578.549988,605.39502,605.39502,2612460032,"$59,913,832,194 "
4/22/2018,606.119019,640.767029,593.869019,621.859985,621.859985,2426269952,"$61,556,034,015 "
4/23/2018,621.198975,646.700012,621.034973,642.547974,642.547974,2386830080,"$63,617,020,167 "
4/24/2018,643.39801,708.875,643.39801,708.15802,708.15802,3581860096,"$70,127,342,534 "
4/25/2018,707.062012,707.062012,600.211975,615.416016,615.416016,4216140032,"$60,955,966,711 "
4/26/2018,618.078979,663.18103,604.007019,662.809021,662.809021,2984009984,"$65,663,946,135 "
4/27/2018,662.109009,684.867981,647.031982,647.031982,647.031982,2598129920,"$64,114,105,428 "
4/28/2018,644.645996,691.442017,644.645996,683.677979,683.677979,2496659968,"$67,759,208,004 "
4/29/2018,683.911987,697.755981,670.513,688.880981,688.880981,2740559872,"$68,289,153,706 "
4/30/2018,689.760986,694.439026,666.117004,669.924011,669.924011,2853100032,"$66,423,712,256 "
5/1/2018,670.463013,674.403015,637.539978,673.612976,673.612976,2678960128,"$66,803,233,984 "
5/2/2018,674.075012,688.84198,667.419983,687.148987,687.148987,2822269952,"$68,159,979,253 "
5/3/2018,686.591003,784.341003,686.591003,779.54303,779.54303,4210939904,"$77,340,839,220 "
5/4/2018,776.775024,803.745972,762.632019,785.624023,785.624023,3533410048,"$77,960,306,236 "
5/5/2018,784.583008,827.455017,784.237,816.119995,816.119995,3035040000,"$81,003,446,783 "
5/6/2018,816.088013,835.057007,764.882996,792.310974,792.310974,3105570048,"$78,656,662,788 "
5/7/2018,793.338989,795.757996,710.177979,753.724976,753.724976,4316120064,"$74,841,655,792 "
5/8/2018,755.008972,774.249023,728.129028,752.856995,752.856995,2920489984,"$74,770,813,968 "
5/9/2018,752.901978,759.528992,718.471985,752.275024,752.275024,2877870080,"$74,728,439,730 "
5/10/2018,752.578979,766.747986,726.664001,727.276978,727.276978,2748950016,"$72,260,117,775 "
5/11/2018,727.013,736.97699,669.825012,679.585999,679.585999,3290080000,"$67,535,702,572 "
5/12/2018,679.877014,691.411011,644.065979,686.047974,686.047974,2668480000,"$68,192,028,458 "
5/13/2018,687.174988,741.312012,675.31897,733.495972,733.495972,2362500096,"$72,923,278,119 "
5/14/2018,732.732971,742.169983,695.791992,730.549011,730.549011,3005110016,"$72,645,181,706 "
5/15/2018,731.143005,739.052002,700.994995,708.870972,708.870972,2523069952,"$70,504,110,201 "
5/16/2018,708.086975,710.200012,682.541016,707.049988,707.049988,2476130048,"$70,337,446,111 "
5/17/2018,708.718018,718.833008,668.833984,672.656982,672.656982,2350619904,"$66,929,938,612 "
5/18/2018,672.10199,695.031006,663.809021,694.367004,694.367004,2305740032,"$69,104,455,849 "
5/19/2018,695.072021,715.578003,686.791016,696.530029,696.530029,2021549952,"$69,334,147,807 "
5/20/2018,697.922974,723.752991,692.669006,715.369019,715.369019,2156910080,"$71,224,213,260 "
5/21/2018,717.192993,719.278015,692.494019,699.221985,699.221985,2005170048,"$69,631,032,596 "
5/22/2018,700.177979,700.976013,644.026001,647.741028,647.741028,2230469888,"$64,517,663,406 "
5/23/2018,646.669983,651.635986,572.952026,583.585022,583.585022,2995429888,"$58,139,666,822 "
5/24/2018,584.536011,610.817993,557.205994,601.755005,601.755005,2791099904,"$59,962,094,302 "
5/25/2018,602.140015,617.185974,575.624023,586.734009,586.734009,2110919936,"$58,477,440,268 "
5/26/2018,587.426025,606.174988,583.512024,587.280029,587.280029,1694300032,"$58,544,016,481 "
5/27/2018,588.52002,590.328003,562.866028,572.66803,572.66803,1788790016,"$57,099,072,056 "
5/28/2018,573.044983,576.049011,512.552002,516.036011,516.036011,2356900096,"$51,463,146,627 "
5/29/2018,516.14801,572.263977,516.14801,565.388,565.388,2330820096,"$56,396,587,656 "
5/30/2018,566.830017,583.135986,545.43103,559.590027,559.590027,2053970048,"$55,829,809,817 "
5/31/2018,558.497009,585.538025,557.065979,577.64502,577.64502,1985040000,"$57,643,138,807 "
6/1/2018,578.671997,589.093018,567.664978,580.04303,580.04303,1945890048,"$57,894,350,583 "
6/2/2018,580.429016,597.077026,577.322021,591.807983,591.807983,1880390016,"$59,080,880,117 "
6/3/2018,591.258972,624.513,591.258972,618.328979,618.328979,1832550016,"$61,740,821,846 "
6/4/2018,619.437012,623.429016,583.747009,592.984985,592.984985,1903430016,"$59,222,873,880 "
6/5/2018,593.406006,611.330017,580.981995,609.302979,609.302979,1844269952,"$60,864,980,395 "
6/6/2018,610.262024,611.643005,596.395996,607.124023,607.124023,1756530048,"$60,659,842,641 "
6/7/2018,607.687012,616.143982,601.692993,605.187012,605.187012,1880140032,"$60,478,879,395 "
6/8/2018,605.442993,608.810974,595.593018,601.077026,601.077026,1637779968,"$60,080,608,858 "
6/9/2018,600.905029,608.583008,597.562012,597.562012,597.562012,1519309952,"$59,741,701,633 "
6/10/2018,594.344971,594.344971,511.889008,526.479004,526.479004,2234880000,"$52,645,885,461 "
6/11/2018,524.856995,536.857971,515.268982,533.283997,533.283997,1982119936,"$53,337,466,294 "
6/12/2018,532.710022,538.955017,491.234985,496.842987,496.842987,1932760064,"$49,702,985,162 "
6/13/2018,498.018005,501.904999,459.003998,477.493988,477.493988,2080130048,"$47,777,150,787 "
6/14/2018,478.381012,523.544983,467.466003,519.742004,519.742004,2458650112,"$52,015,066,663 "
6/15/2018,520.47998,521.304993,487.468994,491.003998,491.003998,1808269952,"$49,149,084,090 "
6/16/2018,490.414001,503.222992,488.851013,499.641998,499.641998,1314109952,"$50,024,018,701 "
6/17/2018,499.459991,507.640991,498.64801,500.447998,500.447998,1264870016,"$50,114,921,288 "
6/18/2018,499.382996,521.796021,494.06601,518.890991,518.890991,1513869952,"$51,972,519,171 "
6/19/2018,519.02301,542.353027,516.312012,537.95697,537.95697,1726569984,"$53,893,191,559 "
6/20/2018,538.505981,541.015015,519.369019,536.268005,536.268005,1596290048,"$53,735,032,875 "
6/21/2018,536.447021,543.71698,524.258972,527.367004,527.367004,1462070016,"$52,853,921,455 "
6/22/2018,527.19397,527.19397,456.877014,465.816986,465.816986,2226030080,"$46,694,859,628 "
6/23/2018,466.273987,479.128998,462.393005,474.519989,474.519989,1651379968,"$47,577,076,102 "
6/24/2018,474.768005,475.359009,426.468994,457.671997,457.671997,2490579968,"$45,897,156,207 "
6/25/2018,455.936005,470.343994,448.895996,460.309998,460.309998,4007950080,"$46,171,165,114 "
6/26/2018,460.733002,461.213013,432.772003,432.772003,432.772003,1356560000,"$43,417,898,248 "
6/27/2018,432.243988,444.243011,424.838989,442.36499,442.36499,1368940032,"$44,389,430,889 "
6/28/2018,442.290009,443.618011,419.683014,422.36499,422.36499,1360790016,"$42,391,125,054 "
6/29/2018,422.587006,441.792999,407.946991,436.009003,436.009003,1564499968,"$43,769,409,548 "
6/30/2018,436.209015,458.796997,436.209015,455.179993,455.179993,1475939968,"$45,703,302,056 "
7/1/2018,455.242004,457.139008,446.38501,453.917999,453.917999,1511730048,"$45,585,861,718 "
7/2/2018,453.824005,479.130005,447.110992,475.346985,475.346985,1625789952,"$47,747,743,959 "
7/3/2018,475.385986,483.854004,462.582001,464.195007,464.195007,1683939968,"$46,637,067,239 "
7/4/2018,464.151001,481.436005,455.184998,467.317993,467.317993,1549769984,"$46,960,391,871 "
7/5/2018,467.286987,483.225006,464.628998,474.411987,474.411987,1828610048,"$47,682,968,020 "
7/6/2018,474.356995,479.652008,457.61499,474.011993,474.011993,1627609984,"$47,652,424,064 "
7/7/2018,474.057007,491.660004,466.835999,491.660004,491.660004,1358360064,"$49,436,674,025 "
7/8/2018,492.067993,503.199005,488.416992,489.118988,489.118988,1344560000,"$49,191,161,178 "
7/9/2018,488.877991,490.85199,475.174988,476.682007,476.682007,1533799936,"$47,950,212,027 "
7/10/2018,476.161987,478.317993,433.959991,434.424011,434.424011,1789069952,"$43,708,241,775 "
7/11/2018,434.515015,447.31601,429.506989,446.518005,446.518005,1422470016,"$44,934,271,235 "
7/12/2018,446.502014,446.502014,422.809998,430.074005,430.074005,1495440000,"$43,288,294,177 "
7/13/2018,430.740997,442.363007,430.740997,434.027008,434.027008,1489670016,"$43,694,988,769 "
7/14/2018,434.510986,439.43399,431.473999,436.085999,436.085999,1235820032,"$43,911,193,561 "
7/15/2018,435.882996,454.001007,433.92099,449.850006,449.850006,1350160000,"$45,306,414,380 "
7/16/2018,450.424988,480.65799,446.798004,480.65799,480.65799,1858680064,"$48,419,026,521 "
7/17/2018,480.076996,508.779999,468.915009,501.002014,501.002014,2288100096,"$50,478,766,285 "
7/18/2018,500.838013,513.432983,474.359009,480.513,480.513,2371559936,"$48,424,155,624 "
7/19/2018,480.627991,483.23999,465.141998,469.618988,469.618988,2068739968,"$47,335,899,963 "
7/20/2018,469.307007,469.307007,443.692993,450.697998,450.697998,1821350016,"$45,437,819,522 "
7/21/2018,450.678986,468.083008,445.776001,462.436005,462.436005,1504310016,"$46,630,720,739 "
7/22/2018,462.437988,470.89801,458.118988,459.657013,459.657013,1338589952,"$46,360,029,757 "
7/23/2018,459.438995,469.765991,449.727997,450.852997,450.852997,1596999936,"$45,481,301,491 "
7/24/2018,451.135986,481.141998,450.565002,479.372986,479.372986,2287520000,"$48,368,209,917 "
7/25/2018,479.906006,482.868011,466.473999,472.493011,472.493011,1930780032,"$47,683,830,874 "
7/26/2018,472.330994,483.696014,461.424011,464.036987,464.036987,1621560064,"$46,839,932,193 "
7/27/2018,464.009003,473.221985,458.290985,469.665985,469.665985,1734259968,"$47,417,755,376 "
7/28/2018,469.678009,471.593994,462.989014,466.89801,466.89801,1531890048,"$47,147,853,886 "
7/29/2018,466.915009,470.355988,462.712006,466.665009,466.665009,1631910016,"$47,133,881,666 "
7/30/2018,466.826996,467.951996,448.640991,457.080994,457.080994,2141590000,"$46,175,217,427 "
7/31/2018,457.244995,457.244995,430.444,433.867004,433.867004,1820680000,"$43,839,034,237 "
8/1/2018,433.868988,435.457001,410.463989,420.747009,420.747009,1888060000,"$42,521,937,218 "
8/2/2018,420.806,425.033997,410.30899,412.621002,412.621002,1569300000,"$41,709,183,608 "
8/3/2018,412.566986,420.549011,399.910004,418.261993,418.261993,1722340000,"$42,287,977,978 "
8/4/2018,418.237,420.186005,403.776001,407.252014,407.252014,1466540000,"$41,183,215,694 "
8/5/2018,407.346008,413.716003,402.432007,410.515991,410.515991,1396820000,"$41,521,715,110 "
8/6/2018,410.566986,414.540009,403.315002,406.65799,406.65799,1384880000,"$41,139,790,462 "
8/7/2018,406.800995,411.404999,376.076996,380.214996,380.214996,1828350000,"$38,472,420,233 "
8/8/2018,379.891998,380.67099,353.734009,356.613007,356.613007,2016080000,"$36,091,566,801 "
8/9/2018,356.971008,370.946014,353.614014,365.588013,365.588013,1616610000,"$37,007,391,031 "
8/10/2018,365.776001,367.045013,329.585999,334.175995,334.175995,1699400000,"$33,834,485,092 "
8/11/2018,334.264008,334.264008,308.488007,322.112,322.112,1790370000,"$32,619,681,420 "
8/12/2018,320.822998,328.589996,318.60199,319.570007,319.570007,1625420000,"$32,368,768,332 "
8/13/2018,320.209991,323.550995,284.93399,286.494995,286.494995,1751190000,"$29,024,490,503 "
8/14/2018,286.36499,286.36499,254.649994,278.932007,278.932007,2137850000,"$28,263,969,132 "
8/15/2018,280.386993,303.589996,280.118988,282.364014,282.364014,1878150000,"$28,617,473,116 "
8/16/2018,282.740997,298.476013,280.928009,288.04599,288.04599,1552970000,"$29,199,228,646 "
8/17/2018,287.683014,316.170013,287.346008,315.729004,315.729004,1995460000,"$32,011,921,283 "
